region,division,state,Population_2022,page_title,url,rev_id,quality
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"West Franklin Township, Armstrong County, Pennsylvania","https://en.wikipedia.org/wiki/West_Franklin_Township,_Armstrong_County,_Pennsylvania",1175372145,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Upper Fairfield Township, Lycoming County, Pennsylvania","https://en.wikipedia.org/wiki/Upper_Fairfield_Township,_Lycoming_County,_Pennsylvania",1175375127,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Jacobus, Pennsylvania","https://en.wikipedia.org/wiki/Jacobus,_Pennsylvania",1157436379,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Elkland, Pennsylvania","https://en.wikipedia.org/wiki/Elkland,_Pennsylvania",1157357673,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"East Nantmeal Township, Chester County, Pennsylvania","https://en.wikipedia.org/wiki/East_Nantmeal_Township,_Chester_County,_Pennsylvania",1177815804,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Lehigh Township, Wayne County, Pennsylvania","https://en.wikipedia.org/wiki/Lehigh_Township,_Wayne_County,_Pennsylvania",1167296717,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Branch Township, Schuylkill County, Pennsylvania","https://en.wikipedia.org/wiki/Branch_Township,_Schuylkill_County,_Pennsylvania",1176777392,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Rome Township, Crawford County, Pennsylvania","https://en.wikipedia.org/wiki/Rome_Township,_Crawford_County,_Pennsylvania",1172100809,B
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Industry, Pennsylvania","https://en.wikipedia.org/wiki/Industry,_Pennsylvania",1176471122,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"East Pittsburgh, Pennsylvania","https://en.wikipedia.org/wiki/East_Pittsburgh,_Pennsylvania",1168516614,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Hartley Township, Union County, Pennsylvania","https://en.wikipedia.org/wiki/Hartley_Township,_Union_County,_Pennsylvania",1167134013,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"South Mahoning Township, Indiana County, Pennsylvania","https://en.wikipedia.org/wiki/South_Mahoning_Township,_Indiana_County,_Pennsylvania",1175379183,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Evans City, Pennsylvania","https://en.wikipedia.org/wiki/Evans_City,_Pennsylvania",1177383140,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Plymouth Township, Luzerne County, Pennsylvania","https://en.wikipedia.org/wiki/Plymouth_Township,_Luzerne_County,_Pennsylvania",1171932120,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Bellwood, Pennsylvania","https://en.wikipedia.org/wiki/Bellwood,_Pennsylvania",1176776523,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Turbot Township, Northumberland County, Pennsylvania","https://en.wikipedia.org/wiki/Turbot_Township,_Northumberland_County,_Pennsylvania",1175377494,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"St. Lawrence, Pennsylvania","https://en.wikipedia.org/wiki/St._Lawrence,_Pennsylvania",1174790147,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Elk Creek Township, Erie County, Pennsylvania","https://en.wikipedia.org/wiki/Elk_Creek_Township,_Erie_County,_Pennsylvania",1166993467,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Sparta Township, Crawford County, Pennsylvania","https://en.wikipedia.org/wiki/Sparta_Township,_Crawford_County,_Pennsylvania",1175378023,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Tunkhannock, Pennsylvania","https://en.wikipedia.org/wiki/Tunkhannock,_Pennsylvania",1156793234,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Warriors Mark Township, Huntingdon County, Pennsylvania","https://en.wikipedia.org/wiki/Warriors_Mark_Township,_Huntingdon_County,_Pennsylvania",1175373652,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Bonneauville, Pennsylvania","https://en.wikipedia.org/wiki/Bonneauville,_Pennsylvania",1170165633,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Mayfield, Pennsylvania","https://en.wikipedia.org/wiki/Mayfield,_Pennsylvania",1157440337,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Henderson Township, Jefferson County, Pennsylvania","https://en.wikipedia.org/wiki/Henderson_Township,_Jefferson_County,_Pennsylvania",1173810075,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Everett, Pennsylvania","https://en.wikipedia.org/wiki/Everett,_Pennsylvania",1179826587,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Freeport, Pennsylvania","https://en.wikipedia.org/wiki/Freeport,_Pennsylvania",1175242201,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Nicholson Township, Fayette County, Pennsylvania","https://en.wikipedia.org/wiki/Nicholson_Township,_Fayette_County,_Pennsylvania",1157445169,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Adamstown, Pennsylvania","https://en.wikipedia.org/wiki/Adamstown,_Pennsylvania",1161588306,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Washington Township, Indiana County, Pennsylvania","https://en.wikipedia.org/wiki/Washington_Township,_Indiana_County,_Pennsylvania",1167836680,B
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Dravosburg, Pennsylvania","https://en.wikipedia.org/wiki/Dravosburg,_Pennsylvania",1168452144,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"New Oxford, Pennsylvania","https://en.wikipedia.org/wiki/New_Oxford,_Pennsylvania",1170164660,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"East Brunswick Township, Schuylkill County, Pennsylvania","https://en.wikipedia.org/wiki/East_Brunswick_Township,_Schuylkill_County,_Pennsylvania",1177815630,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Ben Avon, Pennsylvania","https://en.wikipedia.org/wiki/Ben_Avon,_Pennsylvania",1168300411,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Lower Mifflin Township, Cumberland County, Pennsylvania","https://en.wikipedia.org/wiki/Lower_Mifflin_Township,_Cumberland_County,_Pennsylvania",1177807779,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Lykens, Pennsylvania","https://en.wikipedia.org/wiki/Lykens,_Pennsylvania",1171925308,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Beccaria Township, Clearfield County, Pennsylvania","https://en.wikipedia.org/wiki/Beccaria_Township,_Clearfield_County,_Pennsylvania",1178162282,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Perryopolis, Pennsylvania","https://en.wikipedia.org/wiki/Perryopolis,_Pennsylvania",1157451072,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Snake Spring Township, Bedford County, Pennsylvania","https://en.wikipedia.org/wiki/Snake_Spring_Township,_Bedford_County,_Pennsylvania",1175379837,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Beaver Township, Clarion County, Pennsylvania","https://en.wikipedia.org/wiki/Beaver_Township,_Clarion_County,_Pennsylvania",1173812746,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Franklin Township, Luzerne County, Pennsylvania","https://en.wikipedia.org/wiki/Franklin_Township,_Luzerne_County,_Pennsylvania",1167017516,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Boggs Township, Clearfield County, Pennsylvania","https://en.wikipedia.org/wiki/Boggs_Township,_Clearfield_County,_Pennsylvania",1175873852,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Randolph Township, Crawford County, Pennsylvania","https://en.wikipedia.org/wiki/Randolph_Township,_Crawford_County,_Pennsylvania",1175382330,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Young Township, Indiana County, Pennsylvania","https://en.wikipedia.org/wiki/Young_Township,_Indiana_County,_Pennsylvania",1167347953,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Waverly Township, Lackawanna County, Pennsylvania","https://en.wikipedia.org/wiki/Waverly_Township,_Lackawanna_County,_Pennsylvania",1175373577,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Marion Township, Berks County, Pennsylvania","https://en.wikipedia.org/wiki/Marion_Township,_Berks_County,_Pennsylvania",1174292150,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"South Canaan Township, Wayne County, Pennsylvania","https://en.wikipedia.org/wiki/South_Canaan_Township,_Wayne_County,_Pennsylvania",1175379552,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Snow Shoe Township, Centre County, Pennsylvania","https://en.wikipedia.org/wiki/Snow_Shoe_Township,_Centre_County,_Pennsylvania",1175378884,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Lawrence Township, Tioga County, Pennsylvania","https://en.wikipedia.org/wiki/Lawrence_Township,_Tioga_County,_Pennsylvania",1167295693,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cheswick, Pennsylvania","https://en.wikipedia.org/wiki/Cheswick,_Pennsylvania",1177037389,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Honey Brook, Pennsylvania","https://en.wikipedia.org/wiki/Honey_Brook,_Pennsylvania",1178632646,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Upper Bern Township, Berks County, Pennsylvania","https://en.wikipedia.org/wiki/Upper_Bern_Township,_Berks_County,_Pennsylvania",1175374867,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Limestone Township, Union County, Pennsylvania","https://en.wikipedia.org/wiki/Limestone_Township,_Union_County,_Pennsylvania",1167317606,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Tremont, Pennsylvania","https://en.wikipedia.org/wiki/Tremont,_Pennsylvania",1158115117,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Patton, Pennsylvania","https://en.wikipedia.org/wiki/Patton,_Pennsylvania",1143227094,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Pike Township, Berks County, Pennsylvania","https://en.wikipedia.org/wiki/Pike_Township,_Berks_County,_Pennsylvania",1174294602,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Heidelberg Township, Berks County, Pennsylvania","https://en.wikipedia.org/wiki/Heidelberg_Township,_Berks_County,_Pennsylvania",1174290460,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Young Township, Jefferson County, Pennsylvania","https://en.wikipedia.org/wiki/Young_Township,_Jefferson_County,_Pennsylvania",1173811966,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Mont Alto, Pennsylvania","https://en.wikipedia.org/wiki/Mont_Alto,_Pennsylvania",1157441520,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Albany Township, Berks County, Pennsylvania","https://en.wikipedia.org/wiki/Albany_Township,_Berks_County,_Pennsylvania",1176485966,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Lower Frankford Township, Cumberland County, Pennsylvania","https://en.wikipedia.org/wiki/Lower_Frankford_Township,_Cumberland_County,_Pennsylvania",1177808452,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Wysox Township, Bradford County, Pennsylvania","https://en.wikipedia.org/wiki/Wysox_Township,_Bradford_County,_Pennsylvania",1175368836,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Ontelaunee Township, Berks County, Pennsylvania","https://en.wikipedia.org/wiki/Ontelaunee_Township,_Berks_County,_Pennsylvania",1175384304,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"West St. Clair Township, Pennsylvania","https://en.wikipedia.org/wiki/West_St._Clair_Township,_Pennsylvania",1173349617,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cherry Township, Sullivan County, Pennsylvania","https://en.wikipedia.org/wiki/Cherry_Township,_Sullivan_County,_Pennsylvania",1166695008,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Greene Township, Clinton County, Pennsylvania","https://en.wikipedia.org/wiki/Greene_Township,_Clinton_County,_Pennsylvania",1167128092,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Lower Mahanoy Township, Northumberland County, Pennsylvania","https://en.wikipedia.org/wiki/Lower_Mahanoy_Township,_Northumberland_County,_Pennsylvania",1177808026,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Licking Creek Township, Fulton County, Pennsylvania","https://en.wikipedia.org/wiki/Licking_Creek_Township,_Fulton_County,_Pennsylvania",1167317275,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"LeBoeuf Township, Erie County, Pennsylvania","https://en.wikipedia.org/wiki/LeBoeuf_Township,_Erie_County,_Pennsylvania",1160898375,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Sugar Grove Township, Warren County, Pennsylvania","https://en.wikipedia.org/wiki/Sugar_Grove_Township,_Warren_County,_Pennsylvania",1173805204,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Youngsville, Pennsylvania","https://en.wikipedia.org/wiki/Youngsville,_Pennsylvania",1164266721,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Silver Lake Township, Susquehanna County, Pennsylvania","https://en.wikipedia.org/wiki/Silver_Lake_Township,_Susquehanna_County,_Pennsylvania",1175379954,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Elk Township, Chester County, Pennsylvania","https://en.wikipedia.org/wiki/Elk_Township,_Chester_County,_Pennsylvania",1166993581,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Woodbury Township, Blair County, Pennsylvania","https://en.wikipedia.org/wiki/Woodbury_Township,_Blair_County,_Pennsylvania",1167843692,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Homer City, Pennsylvania","https://en.wikipedia.org/wiki/Homer_City,_Pennsylvania",1170040468,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Mars, Pennsylvania","https://en.wikipedia.org/wiki/Mars,_Pennsylvania",1177686241,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Paint Township, Clarion County, Pennsylvania","https://en.wikipedia.org/wiki/Paint_Township,_Clarion_County,_Pennsylvania",1173892047,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Edgeworth, Pennsylvania","https://en.wikipedia.org/wiki/Edgeworth,_Pennsylvania",1168536419,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Shamokin Dam, Pennsylvania","https://en.wikipedia.org/wiki/Shamokin_Dam,_Pennsylvania",1175005039,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Troy Township, Bradford County, Pennsylvania","https://en.wikipedia.org/wiki/Troy_Township,_Bradford_County,_Pennsylvania",1177814867,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Wayne Township, Clinton County, Pennsylvania","https://en.wikipedia.org/wiki/Wayne_Township,_Clinton_County,_Pennsylvania",1167838455,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cresson, Pennsylvania","https://en.wikipedia.org/wiki/Cresson,_Pennsylvania",1163872558,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"East Lackawannock Township, Mercer County, Pennsylvania","https://en.wikipedia.org/wiki/East_Lackawannock_Township,_Mercer_County,_Pennsylvania",1159987714,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Broad Top Township, Bedford County, Pennsylvania","https://en.wikipedia.org/wiki/Broad_Top_Township,_Bedford_County,_Pennsylvania",1176485052,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Washington Township, Snyder County, Pennsylvania","https://en.wikipedia.org/wiki/Washington_Township,_Snyder_County,_Pennsylvania",1167836874,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Wayne Township, Erie County, Pennsylvania","https://en.wikipedia.org/wiki/Wayne_Township,_Erie_County,_Pennsylvania",1167838482,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Overfield Township, Wyoming County, Pennsylvania","https://en.wikipedia.org/wiki/Overfield_Township,_Wyoming_County,_Pennsylvania",1175384028,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Union Township, Erie County, Pennsylvania","https://en.wikipedia.org/wiki/Union_Township,_Erie_County,_Pennsylvania",1167740102,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Washington Township, Lycoming County, Pennsylvania","https://en.wikipedia.org/wiki/Washington_Township,_Lycoming_County,_Pennsylvania",1169044345,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Gallitzin, Pennsylvania","https://en.wikipedia.org/wiki/Gallitzin,_Pennsylvania",1169055903,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Monroe Township, Wyoming County, Pennsylvania","https://en.wikipedia.org/wiki/Monroe_Township,_Wyoming_County,_Pennsylvania",1174319047,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cressona, Pennsylvania","https://en.wikipedia.org/wiki/Cressona,_Pennsylvania",1166820025,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Wetmore Township, McKean County, Pennsylvania","https://en.wikipedia.org/wiki/Wetmore_Township,_McKean_County,_Pennsylvania",1175370463,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Lykens Township, Dauphin County, Pennsylvania","https://en.wikipedia.org/wiki/Lykens_Township,_Dauphin_County,_Pennsylvania",1177807033,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Smethport, Pennsylvania","https://en.wikipedia.org/wiki/Smethport,_Pennsylvania",1161177892,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"East Carroll Township, Cambria County, Pennsylvania","https://en.wikipedia.org/wiki/East_Carroll_Township,_Cambria_County,_Pennsylvania",1157356956,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Springdale Township, Allegheny County, Pennsylvania","https://en.wikipedia.org/wiki/Springdale_Township,_Allegheny_County,_Pennsylvania",1175378647,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Leet Township, Allegheny County, Pennsylvania","https://en.wikipedia.org/wiki/Leet_Township,_Allegheny_County,_Pennsylvania",1169748204,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Franklin Township, Erie County, Pennsylvania","https://en.wikipedia.org/wiki/Franklin_Township,_Erie_County,_Pennsylvania",1169068323,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"North Bethlehem Township, Washington County, Pennsylvania","https://en.wikipedia.org/wiki/North_Bethlehem_Township,_Washington_County,_Pennsylvania",1175954715,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Apollo, Pennsylvania","https://en.wikipedia.org/wiki/Apollo,_Pennsylvania",1170818831,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Mill Hall, Pennsylvania","https://en.wikipedia.org/wiki/Mill_Hall,_Pennsylvania",1157441297,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Langhorne, Pennsylvania","https://en.wikipedia.org/wiki/Langhorne,_Pennsylvania",1172131285,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Spring Township, Snyder County, Pennsylvania","https://en.wikipedia.org/wiki/Spring_Township,_Snyder_County,_Pennsylvania",1173878911,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Porter Township, Lycoming County, Pennsylvania","https://en.wikipedia.org/wiki/Porter_Township,_Lycoming_County,_Pennsylvania",1157453705,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"East Union Township, Schuylkill County, Pennsylvania","https://en.wikipedia.org/wiki/East_Union_Township,_Schuylkill_County,_Pennsylvania",1171907923,Start
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Susquehanna Depot, Pennsylvania","https://en.wikipedia.org/wiki/Susquehanna_Depot,_Pennsylvania",1138119405,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Mount Pleasant Township, Columbia County, Pennsylvania","https://en.wikipedia.org/wiki/Mount_Pleasant_Township,_Columbia_County,_Pennsylvania",1167392563,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Springville Township, Susquehanna County, Pennsylvania","https://en.wikipedia.org/wiki/Springville_Township,_Susquehanna_County,_Pennsylvania",1174222476,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Jones Township, Elk County, Pennsylvania","https://en.wikipedia.org/wiki/Jones_Township,_Elk_County,_Pennsylvania",1176153442,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Madison Township, Columbia County, Pennsylvania","https://en.wikipedia.org/wiki/Madison_Township,_Columbia_County,_Pennsylvania",1167333100,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Kimmel Township, Bedford County, Pennsylvania","https://en.wikipedia.org/wiki/Kimmel_Township,_Bedford_County,_Pennsylvania",1172249116,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Ferndale, Pennsylvania","https://en.wikipedia.org/wiki/Ferndale,_Pennsylvania",1157358672,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Liberty Township, McKean County, Pennsylvania","https://en.wikipedia.org/wiki/Liberty_Township,_McKean_County,_Pennsylvania",1138451568,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Union Township, Union County, Pennsylvania","https://en.wikipedia.org/wiki/Union_Township,_Union_County,_Pennsylvania",1171931177,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Liberty Township, Montour County, Pennsylvania","https://en.wikipedia.org/wiki/Liberty_Township,_Montour_County,_Pennsylvania",1167317037,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"East Fallowfield Township, Crawford County, Pennsylvania","https://en.wikipedia.org/wiki/East_Fallowfield_Township,_Crawford_County,_Pennsylvania",1172098533,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Reade Township, Cambria County, Pennsylvania","https://en.wikipedia.org/wiki/Reade_Township,_Cambria_County,_Pennsylvania",1175382074,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Clearfield Township, Cambria County, Pennsylvania","https://en.wikipedia.org/wiki/Clearfield_Township,_Cambria_County,_Pennsylvania",1157354856,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Eldred Township, McKean County, Pennsylvania","https://en.wikipedia.org/wiki/Eldred_Township,_McKean_County,_Pennsylvania",1169082171,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cumberland Valley Township, Bedford County, Pennsylvania","https://en.wikipedia.org/wiki/Cumberland_Valley_Township,_Bedford_County,_Pennsylvania",1173522648,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Hanover Township, Lehigh County, Pennsylvania","https://en.wikipedia.org/wiki/Hanover_Township,_Lehigh_County,_Pennsylvania",1178630404,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Montgomery, Pennsylvania","https://en.wikipedia.org/wiki/Montgomery,_Pennsylvania",1134767578,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Montrose, Pennsylvania","https://en.wikipedia.org/wiki/Montrose,_Pennsylvania",1179938533,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Haines Township, Centre County, Pennsylvania","https://en.wikipedia.org/wiki/Haines_Township,_Centre_County,_Pennsylvania",1167129978,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"West Pike Run Township, Washington County, Pennsylvania","https://en.wikipedia.org/wiki/West_Pike_Run_Township,_Washington_County,_Pennsylvania",1175371891,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Delaware Township, Juniata County, Pennsylvania","https://en.wikipedia.org/wiki/Delaware_Township,_Juniata_County,_Pennsylvania",1173876215,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Nescopeck, Pennsylvania","https://en.wikipedia.org/wiki/Nescopeck,_Pennsylvania",1161152301,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Waterford, Pennsylvania","https://en.wikipedia.org/wiki/Waterford,_Pennsylvania",1178447893,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Shiremanstown, Pennsylvania","https://en.wikipedia.org/wiki/Shiremanstown,_Pennsylvania",1153590620,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Roseto, Pennsylvania","https://en.wikipedia.org/wiki/Roseto,_Pennsylvania",1172628097,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Newport, Pennsylvania","https://en.wikipedia.org/wiki/Newport,_Pennsylvania",1167409248,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cussewago Township, Crawford County, Pennsylvania","https://en.wikipedia.org/wiki/Cussewago_Township,_Crawford_County,_Pennsylvania",1172065730,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Freedom, Pennsylvania","https://en.wikipedia.org/wiki/Freedom,_Pennsylvania",1176752927,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Mercersburg, Pennsylvania","https://en.wikipedia.org/wiki/Mercersburg,_Pennsylvania",1173869084,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Ligonier, Pennsylvania","https://en.wikipedia.org/wiki/Ligonier,_Pennsylvania",1164885417,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Paxtang, Pennsylvania","https://en.wikipedia.org/wiki/Paxtang,_Pennsylvania",1160803298,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Montgomery Township, Indiana County, Pennsylvania","https://en.wikipedia.org/wiki/Montgomery_Township,_Indiana_County,_Pennsylvania",1167346172,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Blossburg, Pennsylvania","https://en.wikipedia.org/wiki/Blossburg,_Pennsylvania",1159001002,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Chapman Township, Snyder County, Pennsylvania","https://en.wikipedia.org/wiki/Chapman_Township,_Snyder_County,_Pennsylvania",1166694338,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cross Creek Township, Washington County, Pennsylvania","https://en.wikipedia.org/wiki/Cross_Creek_Township,_Washington_County,_Pennsylvania",1152768174,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Monongahela Township, Greene County, Pennsylvania","https://en.wikipedia.org/wiki/Monongahela_Township,_Greene_County,_Pennsylvania",1175956569,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Independence Township, Washington County, Pennsylvania","https://en.wikipedia.org/wiki/Independence_Township,_Washington_County,_Pennsylvania",1167177043,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Otto Township, McKean County, Pennsylvania","https://en.wikipedia.org/wiki/Otto_Township,_McKean_County,_Pennsylvania",1175384038,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Northmoreland Township, Wyoming County, Pennsylvania","https://en.wikipedia.org/wiki/Northmoreland_Township,_Wyoming_County,_Pennsylvania",1175503473,Stub
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Cambridge Township, Crawford County, Pennsylvania","https://en.wikipedia.org/wiki/Cambridge_Township,_Crawford_County,_Pennsylvania",1172065394,GA
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Milford Township, Somerset County, Pennsylvania","https://en.wikipedia.org/wiki/Milford_Township,_Somerset_County,_Pennsylvania",1179525914,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Richland, Pennsylvania","https://en.wikipedia.org/wiki/Richland,_Pennsylvania",1178706192,C
Northeast,Middle Atlantic,Pennsylvania,12972008.0,"Monroe Township, Clarion County, Pennsylvania","https://en.wikipedia.org/wiki/Monroe_Township,_Clarion_County,_Pennsylvania",1173891843,C
