regional_division,state,population,article_title,revision_id,article_quality
Middle Atlantic,Pennsylvania,12972008.0,"Ringtown, Pennsylvania",1179012823,C
Middle Atlantic,Pennsylvania,12972008.0,"Polk, Pennsylvania",1174375212,C
Middle Atlantic,Pennsylvania,12972008.0,"Roscoe, Pennsylvania",1169324038,C
Middle Atlantic,Pennsylvania,12972008.0,"Oklahoma, Pennsylvania",1157447639,C
Middle Atlantic,Pennsylvania,12972008.0,"Steuben Township, Crawford County, Pennsylvania",1175378532,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Genesee Township, Potter County, Pennsylvania",1173173526,Start
Middle Atlantic,Pennsylvania,12972008.0,"Chalfant, Pennsylvania",1177084984,C
Middle Atlantic,Pennsylvania,12972008.0,"Burlington Township, Bradford County, Pennsylvania",1176777842,Start
Middle Atlantic,Pennsylvania,12972008.0,"Rutledge, Pennsylvania",1171418255,C
Middle Atlantic,Pennsylvania,12972008.0,"Jordan Township, Northumberland County, Pennsylvania",1179352520,B
Middle Atlantic,Pennsylvania,12972008.0,"Washington Township, Lawrence County, Pennsylvania",1159984615,C
Middle Atlantic,Pennsylvania,12972008.0,"Upper Mahanoy Township, Northumberland County, Pennsylvania",1175372541,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Dauphin, Pennsylvania",1161079385,GA
Middle Atlantic,Pennsylvania,12972008.0,"West Lebanon Township, Lebanon County, Pennsylvania",1175371021,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Lack Township, Juniata County, Pennsylvania",1167292361,C
Middle Atlantic,Pennsylvania,12972008.0,"Houtzdale, Pennsylvania",1157361796,C
Middle Atlantic,Pennsylvania,12972008.0,"Mifflin Township, Dauphin County, Pennsylvania",1172530062,C
Middle Atlantic,Pennsylvania,12972008.0,"Everson, Pennsylvania",1173792427,C
Middle Atlantic,Pennsylvania,12972008.0,"West Taylor Township, Cambria County, Pennsylvania",1175371719,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Sandy Creek Township, Mercer County, Pennsylvania",1175380608,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Northeast Madison Township, Perry County, Pennsylvania",1175502843,Stub
Middle Atlantic,Pennsylvania,12972008.0,"New Salem, Pennsylvania",1157444576,C
Middle Atlantic,Pennsylvania,12972008.0,"Lake Township, Mercer County, Pennsylvania",1160603861,Start
Middle Atlantic,Pennsylvania,12972008.0,"Richland Township, Venango County, Pennsylvania",1169091499,C
Middle Atlantic,Pennsylvania,12972008.0,"Snow Shoe, Pennsylvania",1158103275,C
Middle Atlantic,Pennsylvania,12972008.0,"Confluence, Pennsylvania",1157355437,GA
Middle Atlantic,Pennsylvania,12972008.0,"French Creek Township, Mercer County, Pennsylvania",1159988299,C
Middle Atlantic,Pennsylvania,12972008.0,"Gamble Township, Lycoming County, Pennsylvania",1099141448,GA
Middle Atlantic,Pennsylvania,12972008.0,"Scalp Level, Pennsylvania",1158101369,GA
Middle Atlantic,Pennsylvania,12972008.0,"Oregon Township, Wayne County, Pennsylvania",1175384195,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Conneautville, Pennsylvania",1172104273,B
Middle Atlantic,Pennsylvania,12972008.0,"Gilberton, Pennsylvania",1157359936,C
Middle Atlantic,Pennsylvania,12972008.0,"Bradys Bend Township, Armstrong County, Pennsylvania",1171055052,GA
Middle Atlantic,Pennsylvania,12972008.0,"Gratz, Pennsylvania",1157360181,GA
Middle Atlantic,Pennsylvania,12972008.0,"Herrick Township, Bradford County, Pennsylvania",1176176215,Start
Middle Atlantic,Pennsylvania,12972008.0,"Koppel, Pennsylvania",1176756204,C
Middle Atlantic,Pennsylvania,12972008.0,"Gordon, Pennsylvania",1157360100,C
Middle Atlantic,Pennsylvania,12972008.0,"Bell Township, Clearfield County, Pennsylvania",1175873392,C
Middle Atlantic,Pennsylvania,12972008.0,"Conyngham Township, Columbia County, Pennsylvania",1171938638,Start
Middle Atlantic,Pennsylvania,12972008.0,"Nicholson, Pennsylvania",1157445178,C
Middle Atlantic,Pennsylvania,12972008.0,"Salem Township, Mercer County, Pennsylvania",1160604778,Start
Middle Atlantic,Pennsylvania,12972008.0,"Eldred Township, Schuylkill County, Pennsylvania",1166993225,C
Middle Atlantic,Pennsylvania,12972008.0,"East Cameron Township, Northumberland County, Pennsylvania",1177815637,Start
Middle Atlantic,Pennsylvania,12972008.0,"Vandling, Pennsylvania",1159545823,C
Middle Atlantic,Pennsylvania,12972008.0,"Lorain, Pennsylvania",1157438967,GA
Middle Atlantic,Pennsylvania,12972008.0,"Washington Township, Northumberland County, Pennsylvania",1167836802,C
Middle Atlantic,Pennsylvania,12972008.0,"Scrubgrass Township, Venango County, Pennsylvania",1175380255,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Athens Township, Crawford County, Pennsylvania",1169062096,GA
Middle Atlantic,Pennsylvania,12972008.0,"Courtdale, Pennsylvania",1176320013,Start
Middle Atlantic,Pennsylvania,12972008.0,"Ringgold Township, Jefferson County, Pennsylvania",1175381297,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Grant Township, Indiana County, Pennsylvania",1167126914,C
Middle Atlantic,Pennsylvania,12972008.0,"Auburn, Pennsylvania",1172681704,C
Middle Atlantic,Pennsylvania,12972008.0,"Franklin Township, Bradford County, Pennsylvania",1167017367,Start
Middle Atlantic,Pennsylvania,12972008.0,"Delaware Water Gap, Pennsylvania",1157741405,GA
Middle Atlantic,Pennsylvania,12972008.0,"Brownstown, Cambria County, Pennsylvania",1145603355,GA
Middle Atlantic,Pennsylvania,12972008.0,"Howard, Pennsylvania",1157361815,Start
Middle Atlantic,Pennsylvania,12972008.0,"Delta, Pennsylvania",1175503710,GA
Middle Atlantic,Pennsylvania,12972008.0,"Hamlin Township, McKean County, Pennsylvania",1167130736,C
Middle Atlantic,Pennsylvania,12972008.0,"Jefferson, York County, Pennsylvania",1176887168,C
Middle Atlantic,Pennsylvania,12972008.0,"Stewart Township, Fayette County, Pennsylvania",1175378412,Stub
Middle Atlantic,Pennsylvania,12972008.0,"East Butler, Pennsylvania",1177363938,Start
Middle Atlantic,Pennsylvania,12972008.0,"Catharine Township, Blair County, Pennsylvania",1178758776,C
Middle Atlantic,Pennsylvania,12972008.0,"Saxton, Pennsylvania",1169043148,GA
Middle Atlantic,Pennsylvania,12972008.0,"Deemston, Pennsylvania",1177814409,GA
Middle Atlantic,Pennsylvania,12972008.0,"Reilly Township, Schuylkill County, Pennsylvania",1175381950,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Mill Creek, Pennsylvania",1177950616,C
Middle Atlantic,Pennsylvania,12972008.0,"Leroy Township, Bradford County, Pennsylvania",1167316207,Start
Middle Atlantic,Pennsylvania,12972008.0,"Great Bend, Pennsylvania",1132679016,C
Middle Atlantic,Pennsylvania,12972008.0,"Salisbury, Pennsylvania",1158100876,GA
Middle Atlantic,Pennsylvania,12972008.0,"Wood Township, Huntingdon County, Pennsylvania",1175369949,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Tionesta Township, Forest County, Pennsylvania",1173806981,C
Middle Atlantic,Pennsylvania,12972008.0,"Middle Taylor Township, Cambria County, Pennsylvania",1175956995,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Sligo, Pennsylvania",1158103126,GA
Middle Atlantic,Pennsylvania,12972008.0,"Nippenose Township, Lycoming County, Pennsylvania",1175955192,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Herrick Township, Susquehanna County, Pennsylvania",1152769006,C
Middle Atlantic,Pennsylvania,12972008.0,"York Haven, Pennsylvania",1146486415,C
Middle Atlantic,Pennsylvania,12972008.0,"Union Township, Fulton County, Pennsylvania",1143116762,C
Middle Atlantic,Pennsylvania,12972008.0,"Bridgewater, Pennsylvania",1174717625,C
Middle Atlantic,Pennsylvania,12972008.0,"Wampum, Pennsylvania",1174300651,GA
Middle Atlantic,Pennsylvania,12972008.0,"Beech Creek, Pennsylvania",1157349750,C
Middle Atlantic,Pennsylvania,12972008.0,"Choconut Township, Susquehanna County, Pennsylvania",1174220865,C
Middle Atlantic,Pennsylvania,12972008.0,"Kilbuck Township, Allegheny County, Pennsylvania",1169133815,C
Middle Atlantic,Pennsylvania,12972008.0,"Gaskill Township, Jefferson County, Pennsylvania",1173809808,C
Middle Atlantic,Pennsylvania,12972008.0,"Turbotville, Pennsylvania",1175247948,C
Middle Atlantic,Pennsylvania,12972008.0,"Burrell Township, Armstrong County, Pennsylvania",1171058914,C
Middle Atlantic,Pennsylvania,12972008.0,"Annin Township, Pennsylvania",1171904954,Start
Middle Atlantic,Pennsylvania,12972008.0,"North Abington Township, Lackawanna County, Pennsylvania",1174298371,C
Middle Atlantic,Pennsylvania,12972008.0,"Colley Township, Sullivan County, Pennsylvania",1166756548,C
Middle Atlantic,Pennsylvania,12972008.0,"South New Castle, Pennsylvania",1172688557,GA
Middle Atlantic,Pennsylvania,12972008.0,"Thompsontown, Pennsylvania",1158113854,B
Middle Atlantic,Pennsylvania,12972008.0,"Bingham Township, Potter County, Pennsylvania",1172125066,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Munster Township, Cambria County, Pennsylvania",1175955920,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Armstrong Township, Lycoming County, Pennsylvania",1172047132,C
Middle Atlantic,Pennsylvania,12972008.0,"Deer Lake, Pennsylvania",1161760397,C
Middle Atlantic,Pennsylvania,12972008.0,"West Burlington Township, Bradford County, Pennsylvania",1175373384,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Sewickley Hills, Pennsylvania",1174110778,C
Middle Atlantic,Pennsylvania,12972008.0,"Allegheny Township, Somerset County, Pennsylvania",1173994194,B
Middle Atlantic,Pennsylvania,12972008.0,"Plunketts Creek Township, Lycoming County, Pennsylvania",1175382742,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Blaine Township, Washington County, Pennsylvania",1172125501,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Jennerstown, Pennsylvania",1157436568,C
Middle Atlantic,Pennsylvania,12972008.0,"Briar Creek, Pennsylvania",1173790706,GA
Middle Atlantic,Pennsylvania,12972008.0,"Pike Township, Bradford County, Pennsylvania",1167495503,Start
Middle Atlantic,Pennsylvania,12972008.0,"Exeter Township, Wyoming County, Pennsylvania",1174318643,C
Middle Atlantic,Pennsylvania,12972008.0,"Deerfield Township, Tioga County, Pennsylvania",1177814520,C
Middle Atlantic,Pennsylvania,12972008.0,"New Florence, Pennsylvania",1173298926,C
Middle Atlantic,Pennsylvania,12972008.0,"Picture Rocks, Pennsylvania",1157451476,GA
Middle Atlantic,Pennsylvania,12972008.0,"Tidioute, Pennsylvania",1173791775,C
Middle Atlantic,Pennsylvania,12972008.0,"Brownsville Township, Fayette County, Pennsylvania",1157351601,GA
Middle Atlantic,Pennsylvania,12972008.0,"Nuangola, Pennsylvania",1171924634,C
Middle Atlantic,Pennsylvania,12972008.0,"Logan Township, Huntingdon County, Pennsylvania",1167320974,Start
Middle Atlantic,Pennsylvania,12972008.0,"Tioga, Pennsylvania",1158114325,GA
Middle Atlantic,Pennsylvania,12972008.0,"Greenville Township, Somerset County, Pennsylvania",1157360418,B
Middle Atlantic,Pennsylvania,12972008.0,"Millerstown, Pennsylvania",1157441351,GA
Middle Atlantic,Pennsylvania,12972008.0,"Lebanon Township, Wayne County, Pennsylvania",1179385061,Start
Middle Atlantic,Pennsylvania,12972008.0,"Pennsbury Village, Pennsylvania",1169721767,C
Middle Atlantic,Pennsylvania,12972008.0,"East Vandergrift, Pennsylvania",1157357367,C
Middle Atlantic,Pennsylvania,12972008.0,"Sankertown, Pennsylvania",1158101246,C
Middle Atlantic,Pennsylvania,12972008.0,"Standing Stone Township, Bradford County, Pennsylvania",1175378544,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Osceola Township, Tioga County, Pennsylvania",1175384176,Stub
Middle Atlantic,Pennsylvania,12972008.0,"East Chillisquaque Township, Northumberland County, Pennsylvania",1173792375,Start
Middle Atlantic,Pennsylvania,12972008.0,"Valley Township, Armstrong County, Pennsylvania",1171836137,C
Middle Atlantic,Pennsylvania,12972008.0,"Tell Township, Huntingdon County, Pennsylvania",1175378047,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Sandy Lake, Pennsylvania",1169338030,C
Middle Atlantic,Pennsylvania,12972008.0,"Springfield Township, Huntingdon County, Pennsylvania",1169069302,C
Middle Atlantic,Pennsylvania,12972008.0,"Harmony Township, Forest County, Pennsylvania",1173806194,C
Middle Atlantic,Pennsylvania,12972008.0,"Upper Mahantongo Township, Schuylkill County, Pennsylvania",1175374527,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Whiteley Township, Greene County, Pennsylvania",1175370127,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Ulysses Township, Potter County, Pennsylvania",1175377218,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Farmington Township, Tioga County, Pennsylvania",1166999049,C
Middle Atlantic,Pennsylvania,12972008.0,"Conneaut Lake, Pennsylvania",1172104080,GA
Middle Atlantic,Pennsylvania,12972008.0,"Mifflin, Pennsylvania",1157441177,GA
Middle Atlantic,Pennsylvania,12972008.0,"Knox Township, Clearfield County, Pennsylvania",1167291454,C
Middle Atlantic,Pennsylvania,12972008.0,"Bendersville, Pennsylvania",1157350455,C
Middle Atlantic,Pennsylvania,12972008.0,"Knoxville, Pennsylvania",1167291554,C
Middle Atlantic,Pennsylvania,12972008.0,"Eldred Township, Warren County, Pennsylvania",1173803347,B
Middle Atlantic,Pennsylvania,12972008.0,"Allegheny Township, Butler County, Pennsylvania",1177843438,C
Middle Atlantic,Pennsylvania,12972008.0,"Irvona, Pennsylvania",1157436226,GA
Middle Atlantic,Pennsylvania,12972008.0,"Hooversville, Pennsylvania",1157361654,GA
Middle Atlantic,Pennsylvania,12972008.0,"Jackson Township, Columbia County, Pennsylvania",1167178593,C
Middle Atlantic,Pennsylvania,12972008.0,"Parker Township, Butler County, Pennsylvania",1175383919,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Southampton Township, Somerset County, Pennsylvania",1177722269,C
Middle Atlantic,Pennsylvania,12972008.0,"Worthington, Pennsylvania",1176648967,GA
Middle Atlantic,Pennsylvania,12972008.0,"Cranesville, Pennsylvania",1157355956,GA
Middle Atlantic,Pennsylvania,12972008.0,"Patterson Heights, Pennsylvania",1176833027,C
Middle Atlantic,Pennsylvania,12972008.0,"Cokeburg, Pennsylvania",1163457710,C
Middle Atlantic,Pennsylvania,12972008.0,"Greenwood Township, Juniata County, Pennsylvania",1157360474,B
Middle Atlantic,Pennsylvania,12972008.0,"Clark, Pennsylvania",1169337622,C
Middle Atlantic,Pennsylvania,12972008.0,"Mill Creek Township, Lycoming County, Pennsylvania",1157441272,GA
Middle Atlantic,Pennsylvania,12972008.0,"Winterstown, Pennsylvania",1159223433,C
Middle Atlantic,Pennsylvania,12972008.0,"Wheatland, Pennsylvania",1169338238,GA
Middle Atlantic,Pennsylvania,12972008.0,"Ulysses, Pennsylvania",1158728585,GA
Middle Atlantic,Pennsylvania,12972008.0,"Big Run, Jefferson County, Pennsylvania",1157350643,C
Middle Atlantic,Pennsylvania,12972008.0,"Emlenton, Pennsylvania",1171124742,C
Middle Atlantic,Pennsylvania,12972008.0,"Marion Heights, Pennsylvania",1162127502,C
Middle Atlantic,Pennsylvania,12972008.0,"Curtin Township, Centre County, Pennsylvania",1114662839,C
Middle Atlantic,Pennsylvania,12972008.0,"Lawrenceville, Pennsylvania",1157438189,C
Middle Atlantic,Pennsylvania,12972008.0,"Dushore, Pennsylvania",1157356764,C
Middle Atlantic,Pennsylvania,12972008.0,"Lewis Run, Pennsylvania",1157438430,C
Middle Atlantic,Pennsylvania,12972008.0,"Yatesville, Pennsylvania",1176336419,C
Middle Atlantic,Pennsylvania,12972008.0,"Morris Township, Tioga County, Pennsylvania",1173731249,C
Middle Atlantic,Pennsylvania,12972008.0,"Jamestown, Pennsylvania",1175848037,GA
Middle Atlantic,Pennsylvania,12972008.0,"Sugar Grove, Pennsylvania",1152766981,C
Middle Atlantic,Pennsylvania,12972008.0,"Port Matilda, Pennsylvania",1179510801,C
Middle Atlantic,Pennsylvania,12972008.0,"Oakland, Susquehanna County, Pennsylvania",1152772178,C
Middle Atlantic,Pennsylvania,12972008.0,"Chatham Township, Tioga County, Pennsylvania",1177085306,C
Middle Atlantic,Pennsylvania,12972008.0,"La Plume Township, Lackawanna County, Pennsylvania",1174298120,C
Middle Atlantic,Pennsylvania,12972008.0,"Sutersville, Pennsylvania",1158107227,C
Middle Atlantic,Pennsylvania,12972008.0,"Lower Turkeyfoot Township, Somerset County, Pennsylvania",1177807368,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Hebron Township, Potter County, Pennsylvania",1173173547,C
Middle Atlantic,Pennsylvania,12972008.0,"West Fallowfield Township, Crawford County, Pennsylvania",1172102351,C
Middle Atlantic,Pennsylvania,12972008.0,"Fayette City, Pennsylvania",1157358544,GA
Middle Atlantic,Pennsylvania,12972008.0,"Wyalusing, Pennsylvania",1176160647,GA
Middle Atlantic,Pennsylvania,12972008.0,"Hopewell Township, Huntingdon County, Pennsylvania",1169068964,B
Middle Atlantic,Pennsylvania,12972008.0,"Larimer Township, Somerset County, Pennsylvania",1157438085,GA
Middle Atlantic,Pennsylvania,12972008.0,"Franklin Township, Columbia County, Pennsylvania",1167017405,C
Middle Atlantic,Pennsylvania,12972008.0,"Clymer Township, Tioga County, Pennsylvania",1177099618,C
Middle Atlantic,Pennsylvania,12972008.0,"Warrior Run, Pennsylvania",1158117999,C
Middle Atlantic,Pennsylvania,12972008.0,"Otter Creek Township, Mercer County, Pennsylvania",1175384051,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Nelson Township, Tioga County, Pennsylvania",1175955900,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Connoquenessing, Pennsylvania",1177323237,C
Middle Atlantic,Pennsylvania,12972008.0,"Scott Township, Wayne County, Pennsylvania",1167669167,Start
Middle Atlantic,Pennsylvania,12972008.0,"Wall, Pennsylvania",1170655727,C
Middle Atlantic,Pennsylvania,12972008.0,"Elkland Township, Sullivan County, Pennsylvania",1166993752,C
Middle Atlantic,Pennsylvania,12972008.0,"Norwich Township, McKean County, Pennsylvania",1175502471,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Davidson Township, Sullivan County, Pennsylvania",1166849376,C
Middle Atlantic,Pennsylvania,12972008.0,"Meshoppen, Pennsylvania",1157440869,GA
Middle Atlantic,Pennsylvania,12972008.0,"West Township, Huntingdon County, Pennsylvania",1167840167,C
Middle Atlantic,Pennsylvania,12972008.0,"Valencia, Pennsylvania",1158116803,C
Middle Atlantic,Pennsylvania,12972008.0,"Freeburg, Pennsylvania",1171997012,C
Middle Atlantic,Pennsylvania,12972008.0,"Austin, Pennsylvania",1177456358,C
Middle Atlantic,Pennsylvania,12972008.0,"East Rochester, Pennsylvania",1174896790,C
Middle Atlantic,Pennsylvania,12972008.0,"Bastress Township, Lycoming County, Pennsylvania",1157349594,C
Middle Atlantic,Pennsylvania,12972008.0,"Potter Township, Beaver County, Pennsylvania",1176845788,C
Middle Atlantic,Pennsylvania,12972008.0,"New Alexandria, Pennsylvania",1166185515,Start
Middle Atlantic,Pennsylvania,12972008.0,"Ararat Township, Susquehanna County, Pennsylvania",1171907093,GA
Middle Atlantic,Pennsylvania,12972008.0,"Gaines Township, Tioga County, Pennsylvania",1167018882,C
Middle Atlantic,Pennsylvania,12972008.0,"Oakland Township, Susquehanna County, Pennsylvania",1174222193,C
Middle Atlantic,Pennsylvania,12972008.0,"Juniata Township, Huntingdon County, Pennsylvania",1167287915,C
Middle Atlantic,Pennsylvania,12972008.0,"Monroe, Pennsylvania",1169049180,GA
Middle Atlantic,Pennsylvania,12972008.0,"Watson Township, Lycoming County, Pennsylvania",1098463531,GA
Middle Atlantic,Pennsylvania,12972008.0,"West Cameron Township, Northumberland County, Pennsylvania",1175372285,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Hickory Township, Forest County, Pennsylvania",1173806364,C
Middle Atlantic,Pennsylvania,12972008.0,"Juniata Terrace, Pennsylvania",1175075329,GA
Middle Atlantic,Pennsylvania,12972008.0,"Dayton, Pennsylvania",1171192532,GA
Middle Atlantic,Pennsylvania,12972008.0,"Strattanville, Pennsylvania",1158106331,GA
Middle Atlantic,Pennsylvania,12972008.0,"Glen Osborne, Pennsylvania",1169705099,GA
Middle Atlantic,Pennsylvania,12972008.0,"Licking Township, Clarion County, Pennsylvania",1173814055,C
Middle Atlantic,Pennsylvania,12972008.0,"Roaring Creek Township, Columbia County, Pennsylvania",1175381279,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Jackson Township, Perry County, Pennsylvania",1167178814,C
Middle Atlantic,Pennsylvania,12972008.0,"Hamilton Township, McKean County, Pennsylvania",1167130605,C
Middle Atlantic,Pennsylvania,12972008.0,"Newell, Pennsylvania",1157444741,C
Middle Atlantic,Pennsylvania,12972008.0,"Shippen Township, Tioga County, Pennsylvania",1167671641,C
Middle Atlantic,Pennsylvania,12972008.0,"Allenport, Washington County, Pennsylvania",1178765695,Start
Middle Atlantic,Pennsylvania,12972008.0,"Brady Township, Lycoming County, Pennsylvania",1157351187,GA
Middle Atlantic,Pennsylvania,12972008.0,"Modena, Pennsylvania",1157441421,C
Middle Atlantic,Pennsylvania,12972008.0,"President Township, Venango County, Pennsylvania",1175382629,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Mineral Township, Venango County, Pennsylvania",1175956592,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Girard Township, Clearfield County, Pennsylvania",1175875811,C
Middle Atlantic,Pennsylvania,12972008.0,"Jessup Township, Susquehanna County, Pennsylvania",1174221666,C
Middle Atlantic,Pennsylvania,12972008.0,"Summerville, Pennsylvania",1144421099,C
Middle Atlantic,Pennsylvania,12972008.0,"Beaver Township, Jefferson County, Pennsylvania",1173809128,C
Middle Atlantic,Pennsylvania,12972008.0,"McIntyre Township, Lycoming County, Pennsylvania",1177806691,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Parryville, Pennsylvania",1169427340,GA
Middle Atlantic,Pennsylvania,12972008.0,"Highland Township, Clarion County, Pennsylvania",1173813735,C
Middle Atlantic,Pennsylvania,12972008.0,"Covington Township, Clearfield County, Pennsylvania",1175875277,C
Middle Atlantic,Pennsylvania,12972008.0,"Southwest Township, Warren County, Pennsylvania",1173804853,B
Middle Atlantic,Pennsylvania,12972008.0,"Portland, Pennsylvania",1176422529,C
Middle Atlantic,Pennsylvania,12972008.0,"Harmony Township, Susquehanna County, Pennsylvania",1167133232,C
Middle Atlantic,Pennsylvania,12972008.0,"Bruin, Pennsylvania",1177960874,C
Middle Atlantic,Pennsylvania,12972008.0,"Hydetown, Pennsylvania",1174112003,GA
Middle Atlantic,Pennsylvania,12972008.0,"West Elizabeth, Pennsylvania",1177466618,C
Middle Atlantic,Pennsylvania,12972008.0,"Coalport, Pennsylvania",1157355029,C
Middle Atlantic,Pennsylvania,12972008.0,"Laurel Run, Pennsylvania",1176715097,C
Middle Atlantic,Pennsylvania,12972008.0,"Elk Township, Warren County, Pennsylvania",1173803663,C
Middle Atlantic,Pennsylvania,12972008.0,"Rouseville, Pennsylvania",1158099946,C
Middle Atlantic,Pennsylvania,12972008.0,"Seven Valleys, Pennsylvania",1158102078,C
Middle Atlantic,Pennsylvania,12972008.0,"Cross Roads, Pennsylvania",1157356020,C
Middle Atlantic,Pennsylvania,12972008.0,"Hamilton Township, Tioga County, Pennsylvania",1178630325,C
Middle Atlantic,Pennsylvania,12972008.0,"Green Township, Forest County, Pennsylvania",1173806004,C
Middle Atlantic,Pennsylvania,12972008.0,"Felton, Pennsylvania",1165226344,C
Middle Atlantic,Pennsylvania,12972008.0,"Green Lane, Pennsylvania",1157360213,C
Middle Atlantic,Pennsylvania,12972008.0,"Stockdale, Pennsylvania",1159039840,C
Middle Atlantic,Pennsylvania,12972008.0,"New Vernon Township, Mercer County, Pennsylvania",1175955350,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Chest Township, Clearfield County, Pennsylvania",1175874909,Start
Middle Atlantic,Pennsylvania,12972008.0,"Fairfield, Pennsylvania",1152267453,C
Middle Atlantic,Pennsylvania,12972008.0,"Buckingham Township, Wayne County, Pennsylvania",1161467197,GA
Middle Atlantic,Pennsylvania,12972008.0,"Orangeville, Pennsylvania",1157447981,GA
Middle Atlantic,Pennsylvania,12972008.0,"Apolacon Township, Susquehanna County, Pennsylvania",1166484302,Start
Middle Atlantic,Pennsylvania,12972008.0,"Clintonville, Pennsylvania",1157354987,Start
Middle Atlantic,Pennsylvania,12972008.0,"West Shenango Township, Crawford County, Pennsylvania",1175371758,Stub
Middle Atlantic,Pennsylvania,12972008.0,"West Hemlock Township, Montour County, Pennsylvania",1175370801,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Aleppo Township, Greene County, Pennsylvania",1174269073,C
Middle Atlantic,Pennsylvania,12972008.0,"Lanesboro, Pennsylvania",1132791046,C
Middle Atlantic,Pennsylvania,12972008.0,"Braintrim Township, Pennsylvania",1174317310,C
Middle Atlantic,Pennsylvania,12972008.0,"Deer Creek Township, Mercer County, Pennsylvania",1159987437,Start
Middle Atlantic,Pennsylvania,12972008.0,"Fredonia, Pennsylvania",1169337667,GA
Middle Atlantic,Pennsylvania,12972008.0,"Ogle Township, Somerset County, Pennsylvania",1175502207,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Hyde Park, Pennsylvania",1157362013,C
Middle Atlantic,Pennsylvania,12972008.0,"Mann Township, Bedford County, Pennsylvania",1177806890,Stub
Middle Atlantic,Pennsylvania,12972008.0,"Penn, Pennsylvania",1157450319,Start
Middle Atlantic,Pennsylvania,12972008.0,"Marianna, Pennsylvania",1157439980,GA
Middle Atlantic,Pennsylvania,12972008.0,"Seward, Pennsylvania",1173298952,GA
Middle Atlantic,Pennsylvania,12972008.0,"Richland Township, Clarion County, Pennsylvania",1157456806,C
Middle Atlantic,Pennsylvania,12972008.0,"Highland Township, Elk County, Pennsylvania",1173807521,GA
Middle Atlantic,Pennsylvania,12972008.0,"Hawthorn, Pennsylvania",1157361097,GA
Middle Atlantic,Pennsylvania,12972008.0,"Franklintown, Pennsylvania",1157359385,C
Middle Atlantic,Pennsylvania,12972008.0,"Jackson Township, Greene County, Pennsylvania",1171906860,C
Middle Atlantic,Pennsylvania,12972008.0,"Lehigh Township, Carbon County, Pennsylvania",1167296703,GA
Middle Atlantic,Pennsylvania,12972008.0,"Summerhill, Pennsylvania",1158106956,GA
Middle Atlantic,Pennsylvania,12972008.0,"Porter Township, Pike County, Pennsylvania",1167498903,Start
Middle Atlantic,Pennsylvania,12972008.0,"Petersburg, Pennsylvania",1157451235,Start
Middle Atlantic,Pennsylvania,12972008.0,"Lyons, Pennsylvania",1179061465,GA
Middle Atlantic,Pennsylvania,12972008.0,"South Bethlehem, Pennsylvania",1171789445,C
Middle Atlantic,Pennsylvania,12972008.0,"Carmichaels, Pennsylvania",1157351913,GA
Middle Atlantic,Pennsylvania,12972008.0,"Shippenville, Pennsylvania",1158102608,C
Middle Atlantic,Pennsylvania,12972008.0,"Little Mahanoy Township, Northumberland County, Pennsylvania",1167319277,Start
Middle Atlantic,Pennsylvania,12972008.0,"Vanderbilt, Pennsylvania",1158117008,C
Middle Atlantic,Pennsylvania,12972008.0,"Barree Township, Pennsylvania",1172124607,C
Middle Atlantic,Pennsylvania,12972008.0,"Tionesta, Pennsylvania",1165841831,GA
Middle Atlantic,Pennsylvania,12972008.0,"Wells Township, Fulton County, Pennsylvania",1143034513,C
Middle Atlantic,Pennsylvania,12972008.0,"South Heights, Pennsylvania",1176988563,C
